"nhs_region","trust_type","trust_name","provider_code","wk_start","wk","onset_category","n","ecds_last_update","sus_last_update"
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-04-13,15,"HO.iHA",3,2020-04-16,2020-05-13
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-04-13,15,"HO.pHA",1,2020-04-07,2020-05-12
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-04-13,15,"Unlinked",1,NA,NA
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-04-20,16,"CO",32,2020-05-10,2020-06-03
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-04-20,16,"HO.HA",2,2020-04-12,2020-05-25
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-04-20,16,"HO.iHA",5,2020-04-18,2020-05-21
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-04-20,16,"HO.pHA",3,2020-04-16,2020-05-06
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-04-27,17,"CO",26,2020-05-09,2020-06-08
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-04-27,17,"HO.HA",1,2020-04-13,2020-05-05
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-04-27,17,"HO.iHA",2,2020-04-30,2020-05-07
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-04-27,17,"HO.pHA",4,2020-04-24,2020-05-21
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-05-04,18,"CO",12,2020-05-10,2020-05-25
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-05-04,18,"HO.iHA",3,2020-05-04,2020-05-23
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-05-04,18,"HO.pHA",4,2020-05-01,2020-05-26
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-05-11,19,"CO",20,2020-05-29,2020-06-02
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-05-11,19,"HO.iHA",2,2020-05-09,2020-06-02
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-05-11,19,"HO.pHA",4,2020-05-03,2020-06-05
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-05-11,19,"Unlinked",1,2020-05-03,NA
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-05-18,20,"CO",7,2020-06-01,2020-06-24
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-05-18,20,"HO.HA",3,2020-05-04,2020-08-18
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-05-18,20,"HO.iHA",1,NA,2020-05-26
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-05-18,20,"HO.pHA",2,2020-05-10,2020-06-04
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-05-18,20,"Unlinked",3,2020-06-09,2020-07-20
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-05-25,21,"CO",11,2020-06-07,2020-06-10
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-05-25,21,"HO.HA",3,2020-05-13,2020-06-27
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-06-01,22,"CO",5,2020-06-10,2020-06-15
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-06-01,22,"HO.iHA",1,2020-05-29,2020-06-07
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-06-01,22,"HO.pHA",1,2020-05-22,2020-07-11
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-06-01,22,"Unlinked",2,NA,NA
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-06-08,23,"CO",1,2020-06-08,2020-06-29
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-06-08,23,"HO.iHA",1,2020-06-02,2020-06-16
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-06-08,23,"Unlinked",1,2020-05-24,2020-06-04
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-06-15,24,"CO",1,NA,2020-06-19
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-06-15,24,"HO.HA",1,2020-05-31,2020-06-19
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-06-15,24,"Unlinked",1,2020-06-02,2020-06-16
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-06-22,25,"CO",1,2020-07-08,2020-07-09
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-06-29,26,"CO",2,2020-07-09,2020-07-27
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-06-29,26,"HO.pHA",1,2020-06-23,2020-07-11
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-06-29,26,"Unlinked",1,NA,2020-07-22
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-07-06,27,"CO",1,2020-07-11,2020-07-20
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-07-13,28,"CO",1,2020-07-19,2020-07-22
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-07-13,28,"Unlinked",1,NA,NA
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-07-20,29,"CO",5,2020-07-23,2020-08-27
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-07-20,29,"HO.pHA",2,2020-07-15,2020-08-07
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-07-20,29,"Unlinked",1,NA,2020-08-12
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-07-27,30,"CO",2,2020-07-29,2020-08-26
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-07-27,30,"HO.pHA",1,2020-07-26,2020-08-13
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-07-27,30,"Unlinked",2,NA,2020-08-20
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-08-03,31,"HO.HA",1,2020-05-17,NA
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-08-03,31,"Unlinked",7,2020-04-21,2020-08-27
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-08-10,32,"CO",3,2020-08-21,2020-08-26
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-08-17,33,"CO",1,2020-08-19,2020-08-20
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-08-17,33,"HO.pHA",2,2020-08-13,2020-08-20
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-08-17,33,"Unlinked",2,2020-03-10,NA
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-08-24,34,"CO",1,2020-09-08,NA
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-08-24,34,"Unlinked",1,NA,NA
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-08-31,35,"CO",3,2020-09-06,NA
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-08-31,35,"Unlinked",7,2020-08-29,NA
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-09-07,36,"CO",1,2020-09-11,NA
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-09-07,36,"HO.pHA",1,2020-09-03,NA
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-09-07,36,"Unlinked",4,2020-07-15,NA
"EAST OF ENGLAND","ACUTE","WEST SUFFOLK NHS FOUNDATION TRUST","RGR",2020-09-14,37,"Unlinked",1,NA,NA
"EAST OF ENGLAND","COMMUNITY","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RYV",2020-03-09,10,"Unlinked",2,2020-03-12,NA
"EAST OF ENGLAND","COMMUNITY","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RYV",2020-03-16,11,"Unlinked",2,NA,NA
"EAST OF ENGLAND","COMMUNITY","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RYV",2020-03-23,12,"Unlinked",3,2020-03-21,2020-03-22
"EAST OF ENGLAND","COMMUNITY","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RYV",2020-04-13,15,"Unlinked",1,2020-03-19,NA
"EAST OF ENGLAND","COMMUNITY","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RYV",2020-04-20,16,"Unlinked",1,NA,NA
"EAST OF ENGLAND","COMMUNITY","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RYV",2020-04-27,17,"Unlinked",1,NA,2020-01-09
"EAST OF ENGLAND","COMMUNITY","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RYV",2020-05-04,18,"Unlinked",1,2020-06-03,NA
"EAST OF ENGLAND","COMMUNITY","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RYV",2020-05-11,19,"Unlinked",2,NA,2020-06-12
"EAST OF ENGLAND","COMMUNITY","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RYV",2020-05-18,20,"Unlinked",3,2020-08-23,NA
"EAST OF ENGLAND","COMMUNITY","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RYV",2020-05-25,21,"Unlinked",8,2020-08-28,NA
"EAST OF ENGLAND","COMMUNITY","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RYV",2020-07-13,28,"Unlinked",2,NA,2020-07-09
"EAST OF ENGLAND","COMMUNITY","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RYV",2020-07-27,30,"Unlinked",1,2020-07-25,NA
"EAST OF ENGLAND","COMMUNITY","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RYV",2020-08-10,32,"Unlinked",1,NA,2020-07-28
"EAST OF ENGLAND","COMMUNITY","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","RYV",2020-08-24,34,"Unlinked",1,NA,NA
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-03-23,12,"CO",1,NA,2020-03-31
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-03-30,13,"CO",3,NA,2020-05-15
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-04-06,14,"CO",1,NA,2020-04-18
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-04-06,14,"HO.HA",7,NA,2020-05-08
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-04-06,14,"HO.iHA",1,NA,2020-05-14
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-04-06,14,"HO.pHA",1,NA,2020-04-18
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-04-13,15,"HO.HA",1,NA,2020-05-01
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-04-13,15,"HO.pHA",1,NA,2020-05-08
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-04-20,16,"CO",2,NA,2020-06-20
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-04-20,16,"HO.iHA",1,NA,2020-06-09
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-04-20,16,"Unlinked",1,NA,NA
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-04-27,17,"CO",3,NA,2020-07-10
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-04-27,17,"HO.HA",1,NA,2020-05-18
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-04-27,17,"Unlinked",3,NA,NA
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-05-04,18,"Unlinked",1,NA,NA
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-05-25,21,"Unlinked",2,NA,NA
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-08-10,32,"Unlinked",2,2020-09-01,NA
"EAST OF ENGLAND","COMMUNITY","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4",2020-09-14,37,"Unlinked",1,2020-07-07,NA
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-03-30,13,"CO",2,NA,2020-05-18
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-03-30,13,"HO.pHA",1,NA,2020-05-04
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-03-30,13,"Unlinked",1,2020-03-13,2020-03-17
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-04-06,14,"HO.iHA",1,NA,2020-05-04
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-04-06,14,"HO.pHA",2,NA,2020-05-18
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-04-13,15,"HO.HA",4,NA,2020-05-11
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-04-13,15,"HO.pHA",2,NA,2020-05-13
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-04-13,15,"Unlinked",2,2020-03-26,2020-04-02
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-04-20,16,"CO",1,NA,2020-05-18
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-04-20,16,"HO.HA",1,NA,2020-05-22
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-04-27,17,"CO",4,NA,2020-08-10
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-04-27,17,"HO.HA",1,NA,2020-06-17
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-04-27,17,"HO.iHA",1,NA,2020-05-16
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-04-27,17,"HO.pHA",1,NA,2020-05-05
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-04-27,17,"Unlinked",1,2020-03-31,2020-04-01
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-05-04,18,"HO.HA",2,NA,2020-05-23
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-05-04,18,"HO.pHA",2,NA,2020-05-28
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-05-11,19,"HO.iHA",2,NA,2020-06-02
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-05-11,19,"Unlinked",2,NA,2020-03-20
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-05-18,20,"CO",1,NA,2020-06-15
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-05-18,20,"Unlinked",2,NA,2020-05-07
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-05-25,21,"CO",3,NA,2020-07-28
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-05-25,21,"HO.HA",2,NA,2020-06-17
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-06-08,23,"Unlinked",1,NA,2020-06-26
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-08-17,33,"Unlinked",1,NA,2020-01-09
"EAST OF ENGLAND","COMMUNITY","NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST","RY3",2020-09-14,37,"Unlinked",2,2020-04-25,NA
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-03-23,12,"CO",3,NA,2020-04-14
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-03-23,12,"HO.HA",1,NA,2020-04-02
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-03-30,13,"CO",5,NA,2020-05-14
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-03-30,13,"HO.iHA",1,NA,2020-04-02
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-03-30,13,"HO.pHA",3,NA,2020-04-08
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-04-06,14,"CO",2,NA,2020-04-17
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-04-06,14,"HO.pHA",2,NA,2020-04-21
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-04-20,16,"CO",7,NA,2020-06-09
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-04-20,16,"HO.HA",1,NA,2020-05-19
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-04-27,17,"CO",2,2020-04-29,2020-05-23
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-04-27,17,"HO.HA",2,NA,2020-06-05
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-04-27,17,"HO.iHA",2,NA,2020-05-12
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-04-27,17,"HO.pHA",3,NA,2020-05-22
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-05-04,18,"HO.HA",1,NA,2020-05-16
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-05-04,18,"HO.pHA",1,NA,2020-05-27
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-05-11,19,"CO",1,NA,2020-06-01
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-05-11,19,"HO.iHA",1,NA,2020-05-20
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-05-18,20,"CO",2,2020-05-21,2020-06-03
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-05-18,20,"HO.HA",2,NA,2020-05-27
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-05-18,20,"HO.iHA",1,NA,2020-06-08
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-05-18,20,"HO.pHA",1,NA,2020-06-03
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-06-01,22,"HO.HA",1,NA,2020-06-15
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-06-01,22,"HO.iHA",2,NA,2020-07-22
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-06-15,24,"HO.HA",1,NA,2020-07-03
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-06-22,25,"CO",1,NA,2020-07-20
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-07-13,28,"HO.iHA",1,NA,2020-07-29
"EAST OF ENGLAND","INDEPENDENT SECTOR","ANGLIAN COMMUNITY ENTERPRISE COMMUNITY INTEREST COMPANY (ACE CIC)","NQ1",2020-07-27,30,"CO",1,NA,2020-08-11
"EAST OF ENGLAND","INDEPENDENT SECTOR","BOURN HALL LTD","AY7",2020-06-01,22,"Unlinked",1,NA,NA
"EAST OF ENGLAND","INDEPENDENT SECTOR","EAST COAST COMMUNITY HEALTHCARE C.I.C","NAX",2020-03-23,12,"CO",1,NA,2020-04-22
"EAST OF ENGLAND","INDEPENDENT SECTOR","EAST COAST COMMUNITY HEALTHCARE C.I.C","NAX",2020-03-30,13,"CO",1,NA,2020-04-10
"EAST OF ENGLAND","INDEPENDENT SECTOR","EAST COAST COMMUNITY HEALTHCARE C.I.C","NAX",2020-04-06,14,"HO.pHA",2,NA,2020-04-30
"EAST OF ENGLAND","INDEPENDENT SECTOR","EAST COAST COMMUNITY HEALTHCARE C.I.C","NAX",2020-04-20,16,"HO.pHA",1,NA,2020-05-04
"EAST OF ENGLAND","INDEPENDENT SECTOR","KEMP TOWN HEALTHCARE LTD","ADK",2020-09-07,36,"Unlinked",1,NA,NA
"EAST OF ENGLAND","INDEPENDENT SECTOR","ONE STOP DOCTORS LIMITED","AWR",2020-09-14,37,"Unlinked",2,NA,NA
"EAST OF ENGLAND","INDEPENDENT SECTOR","PROVIDE","NQA",2020-04-27,17,"Unlinked",6,2020-04-12,NA
"EAST OF ENGLAND","INDEPENDENT SECTOR","RAMSAY HEALTHCARE UK OPERATIONS LIMITED","NVC",2020-04-06,14,"CO",1,NA,2020-04-13
"EAST OF ENGLAND","INDEPENDENT SECTOR","RAMSAY HEALTHCARE UK OPERATIONS LIMITED","NVC",2020-04-06,14,"HO.iHA",1,NA,2020-05-04
"EAST OF ENGLAND","INDEPENDENT SECTOR","RAMSAY HEALTHCARE UK OPERATIONS LIMITED","NVC",2020-04-13,15,"HO.HA",2,NA,2020-04-24
"EAST OF ENGLAND","INDEPENDENT SECTOR","RAMSAY HEALTHCARE UK OPERATIONS LIMITED","NVC",2020-04-13,15,"HO.iHA",1,NA,2020-04-14
"EAST OF ENGLAND","INDEPENDENT SECTOR","RAMSAY HEALTHCARE UK OPERATIONS LIMITED","NVC",2020-04-13,15,"HO.pHA",1,NA,2020-04-19
"EAST OF ENGLAND","INDEPENDENT SECTOR","RAMSAY HEALTHCARE UK OPERATIONS LIMITED","NVC",2020-04-20,16,"CO",2,NA,2020-04-24
"EAST OF ENGLAND","INDEPENDENT SECTOR","RAMSAY HEALTHCARE UK OPERATIONS LIMITED","NVC",2020-04-20,16,"HO.HA",2,NA,2020-05-05
"EAST OF ENGLAND","INDEPENDENT SECTOR","RAMSAY HEALTHCARE UK OPERATIONS LIMITED","NVC",2020-04-20,16,"HO.iHA",1,NA,2020-04-26
"EAST OF ENGLAND","INDEPENDENT SECTOR","RAMSAY HEALTHCARE UK OPERATIONS LIMITED","NVC",2020-04-20,16,"HO.pHA",1,NA,2020-04-26
